course number,course name,credits,prereqs,desc
HSAD 321,"Health-Care Human Resources",3.0,"HSAD 310 [Min Grade: C] and HSAD 334 [Min Grade: C]","An introduction to the basic principles of human-resource management and their practical application in today's complex health-care organization. This course examines the role of human resources as a strategic partner within the organization."
HSAD 322,"Health-Care Law",3.0,"ENGL 101 [Min Grade: C] or ENGL 102 [Min Grade: C] or ENGL 103 [Min Grade: C]","Provides an overview of the major laws affecting health-care professionals and examines the current legal climate in health care."
HSAD 323,"Introduction to Long-Term Care Administration",3.0,"ENGL 101 [Min Grade: C] or ENGL 111 [Min Grade: C] or ENGL 102 [Min Grade: C] or ENGL 112 [Min Grade: C] or ENGL 103 [Min Grade: C] or ENGL 113 [Min Grade: C]","This course covers organization, administrative of long term care services and post-acute services addressing the needs of the elderly and disabled populations. Long term care and post-acute care involves a description of the continuum of care, the types of providers and the range of services including nursing facilities, assisted living, housing, community-based services, and informal care giving. Also covered are the issues affecting integration across the continuum."
HSAD 324,"Health Technology and Ethical Responsibility",3.0,"HSAD 210 [Min Grade: C] or PHIL 321 [Min Grade: C]","Developments in health care technology challenge many of our common assumptions about basic concepts such as health, disease, and normality. This course encourages students to consider some of the issues raised by changing health technology."
HSAD 325,"Issues in Health Care System",3.0,"ENGL 101 [Min Grade: D] or ENGL 105 [Min Grade: D] or HUM 106 [Min Grade: D]","This course provides the student with the opportunity to analyze management problems that are of current importance in today's health-care industry on a national and international level."
HSAD 326,"Holism and Health Care",3.0,"ENGL 101 [Min Grade: D] or ENGL 105 [Min Grade: D] or HUM 106 [Min Grade: D]","Details the development of medicine from the late nineteenth century to the present in view of the corresponding rise of interest in a holistic approach to health care by means of alternative and complementary medicine in relation to traditional medical practices."
HSAD 327,"Partnerships in Health Care",3.0,"ENGL 101 [Min Grade: D] or ENGL 105 [Min Grade: D] or HUM 106 [Min Grade: D]","Addresses health service as a collaborative venture identifying the primary stakeholders and partners in the administration of health care including clinicians, administrators, institutions, industry, private and governmental agencies, and the patient. In addition, practical strategies for developing effective partnerships are explored."
HSAD 328,"Health Care for Diverse Groups",3.0,"ENGL 101 [Min Grade: D] or ENGL 105 [Min Grade: D] or HUM 106 [Min Grade: D]","Examines the administration of health services and special needs to different subpopulations classified according to gender, ethnicity, race, weight (the obese), and sexual orientation."
HSAD 329,"Health Care and the Media",3.0,"ENGL 103 [Min Grade: D] or ENGL 105 [Min Grade: A] or HUM 108 [Min Grade: D]","Much of the public's perception of issues in health care comes from the media (newspapers, magazines, television, film, advertising, the internet). The course explores the interactive relationship between health care and the media in presenting information to the public."
HSAD 330,"Financial Management in Health Care",3.0,"ACCT 115 [Min Grade: D] or ACCT 110 [Min Grade: D]","Emphasizes basic financial management theory related to the health-care industry, as well as accounting practices for health-care organizations."
HSAD 331   [WI],"Non-profits and Health Care",3.0,"(HSAD 310 [Min Grade: C] and HSAD 332 [Min Grade: C])","Provides an overview of the not-for-profit and advocacy sector of health care, explores business fundamentals and current models, selects a health topic, assesses the market, and assists students in developing their own not-for-profit and/or advocacy business."
HSAD 332   [WI],"Health-Care Marketing",3.0,"HSAD 310 [Min Grade: C]","Provides a comprehensive review of marketing's role in the health-care field by examining the history of health-care marketing, the contributions of marketing to the strategic objectives of health-care organizations, and the effects of marketing on public relations and the consumer."
HSAD 333,"Health, Illness, and the Arts",3.0,"ENGL 101 [Min Grade: D] and ENGL 102 [Min Grade: D] and ENGL 103 [Min Grade: D]","This course provides the opportunity to examine topics relevant to health and illness as depicted in the arts - primarily literature, film, and painting as well as other arts forms where appropriate."
HSAD 334,"Management of Health Services",3.0,"HSAD 310 [Min Grade: C]","In this course, students will learn forms and uses of traditional management functions - plan, direct, monitor, evaluate - as well as contemporary functions that are used in an array of health care services organizations. Students match skills and competencies within the respective domains of health services management."
HSAD 335   [WI],"Health-Care Policy",3.0,"HSAD 310 [Min Grade: C] and PSCI 110 [Min Grade: D]","This course provides an introduction to the development and implications of U.S. health-care policy, including key governmental and non-governmental participants and the political process."
HSAD 336,"Urban Health Care",3.0,"ENGL 101 [Min Grade: D]","Using an ecological model to analyze the special needs and issues in urban health care, students will examine the people, place, and politics of an urban area to assess the delivery and quality of health care and will complete an analysis of a real and current urban health-care-delivery problem, including solutions."
HSAD 337,"Health Care/Quality Improvement",3.0,"ENGL 101 [Min Grade: D]","Quality Improvement (QI) is a critical component of the health-care-delivery system in the United States. Because errors and reliability issues have major implications, standards and measures are imperative to ensure consistency and safety. As such, this course examines existing programs in place and best-industry practices."
HSAD 338,"Human Services & Health Systems",3.0,"ENGL 101 [Min Grade: D]",""
HSAD 340,"Leadership in Health Services Administration",3.0,"HSAD 310 [Min Grade: C] and HSAD 334 [Min Grade: C]","This course discusses issues in management and leadership in a health-care-administration setting by focusing on alternative organizational structures and the managerial role in these structures, as well as exploring managerial and leadership roles in specific health organizations and project management."
HSAD 341,"Risk Management in Healthcare Organizations",3.0,"No Prereq","This course is an introduction to risk management in health care. It describes the roles of a risk manager and the risks associated with various health care settings. Regulatory, contractual and medical malpractice exposures are discussed and techniques for controlling and preventing loss are evaluated. Students prepare a risk management plan for a healthcare organization."
HSAD 342,"Children and Health Care",3.0,"ENGL 101 [Min Grade: D]","This course will focus on a range of issue facing the health-services industry in providing care to children with the goal of better understanding and meeting the special needs and challenges from both a direct care and systematic point of view."
HSAD 343,"Health and Illness in Film",3.0,"ENGL 101 [Min Grade: D] and ENGL 102 [Min Grade: D]","This course analyzes various films with themes and stories related to health and illness in view of conceptual theories on health and illness and conceptual elements of film as a representational medium."
HSAD 344,"The Individual and Health Care Politics",3.0,"ENGL 101 [Min Grade: D]",""
HSAD 345,"Ethics in Health Care Management",3.0,"HSAD 210 [Min Grade: C] or PHIL 321 [Min Grade: C]","This course focuses on one aspect of the role of health care management professionals: the ethical dimension. The course combines an understanding of ethical theory with the practical application of ethical principles to management issues that arise in the health care arena. Discussions will be guided by cases drawn from real work experiences."
HSAD 346,"Mental Illness in the Media and Arts",3.0,"No Prereq","The mentally ill and those who treat them are continually concerned about the portrayals of mental illness in the media and arts. Its often sensationalized and stigmatized image places an extra societal burden on the mentally ill and can lead to attempts to hide their illness rather than seek treatment. This course examines mental illness’s social constructs, their sources, and effects."
HSAD 351,"Ethical Issues in Reproduction",3.0,"HSAD 210 [Min Grade: C] or PHIL 321 [Min Grade: C]","This course discusses ethical issues concerning human reproduction. The issues span contraception, abortion, assisted reproductive technologies, parenthood, and balancing fetal and maternal interests. Focus is placed on the variety of perspectives on these issues and underlying values."
HSAD 352,"Ethics in Health Care Research",3.0,"HSAD 210 [Min Grade: C] or PHIL 321 [Min Grade: C]","This course is designed to familiarize students with some of the ethical issues involved in health-care research. These issues include, but are not limited to, responsible authorship, use of human subjects, use of animals, defining and handling scientific misconduct, confidentiality, and conflicts of interest."
HSAD 353,"Public Health Ethics",3.0,"HSAD 210 [Min Grade: C] or PHIL 321 [Min Grade: C]","This course will address ethical issues in public health. Students will be exposed to a variety of views on topics including, but not limited to, human rights, the balancing of individual rights with public interests, managing disasters, epidemics, risky behaviors, and the meaning of health from a population standpoint."
HSAD 357,"Health Information Systems",3.0,"ENGL 103 [Min Grade: C] or ENGL 113 [Min Grade: C]","This is an introductory course into Health Information Systems. The course will cover a wide range of healthcare information technology topics including management, governance, regulatory compliance and how to align with information technology. There is a growing trend and need for healthcare providers to align their practices with information technology in order to achieve the common goal of quality patient care while ensuring government and regulatory mandates are met. At the end of the course, students will be able to understand and apply the concepts discussed in class within their respective work places. We will relate the course materials to active cases to bring real life experience into the classroom. This course will focus on the partnership between technology and healthcare."
HSAD 360,"Applied Healthcare Leadership",3.0,"No Prereq","Through a series of live actor simulations, students are placed in a realistic healthcare leadership environment where they will function in teams to analyze and offer solutions for complex organizational issues."
HSAD 362,"Madness, Mental Health and Psychiatry in the Modern West",4.0,"No Prereq","This course will examine changing assumptions, attitudes and ideas about behavior variously labeled madness, insanity, or mental illness; the development of professions, treatments, institutions and policies dealing with it; and the changing experiences of those afflicted."
HSAD 363,"Health Care Privacy & Security",3.0,"ENGL 103 [Min Grade: C] or ENGL 113 [Min Grade: C]","This is an introductory course in the privacy and security of health information in health care organizations. The course covers a wide range of healthcare Privacy & Security topics including Privacy and Security policies and procedures, regulatory requirements, Security Audit controls, selection of Security Framework and others. At the end of the course, students will be able to understand and apply the concepts such as security and privacy discussed in class within healthcare organizations. We will relate the course materials to active cases to bring real life experience into the classroom."
HSAD 365,"Advanced Healthcare Finance",3.0,"HSAD 330 [Min Grade: C]","This course follows HSAD 330, Financial Management in Health Care and emphasizes the use of basic financial and accounting practices learned previously for the completion of 10 detailed Case Studies."
HSAD 366,"Global Aging Intensive Course Abroad",3.0,"No Prereq","This Intensive Course Abroad provides students the opportunity to explore global aging in the context of a specific country chosen for this term. Students will recognize significant patterns in demography throughout the world. They will apply methods of epidemiology and place the country in the context of global trends. After learning key historical events and figures affecting the current society, students will describe the placement of this country in the context of global demographic trends. Students will visit the host country, visit various sites significant for the aging population and will report on particular programs or interventions."
HSAD 470,"Readings in Health-Services Administration",1.0-6.0,"ENGL 103 [Min Grade: D] or ENGL 105 [Min Grade: A] or HUM 108 [Min Grade: D]","This course is designed to allow juniors and seniors majoring in health-services administration and carrying minimum cum GPAs of 3.0 to pursue specialized interests in specific topics in health-services administration on an independent basis, yet under the direction of program faculty members. Faculty permission is required. May be repeated twice for credit."
HSAD 475,"The Supervised Health Services Administration Internship",3.0,"(ENGL 101 [Min Grade: C] or ENGL 111 [Min Grade: C] or ENGL 102 [Min Grade: C] or ENGL 112 [Min Grade: C] or ENGL 103 [Min Grade: C] or ENGL 113 [Min Grade: C]) and HSAD 310 [Min Grade: B] and HSAD 334 [Min Grade: B] and HSAD 340 [Min Grade: B]",""
HSAD 490,"Senior Research Project",3.0,"ENGL 103 [Min Grade: D] or ENGL 105 [Min Grade: A] or HUM 108 [Min Grade: D]",""
HSAD I199,"Independent Study in Health Services Administration",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HSAD I299,"Independent Study in Health Services Administration",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HSAD I399,"Independent Study in Health Services Administration",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HSAD I499,"Independent Study in Health Services Administration",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HSAD T180,"Special Topics in Health Services Administration",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HSAD T280,"Special Topics in Health Services Administration",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HSAD T380,"Special Topics in Health Services Administration",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HSAD T480,"Special Topics in Health Services Administration",3.0,"ENGL 103 [Min Grade: D] or ENGL 105 [Min Grade: A] or ENGL 108 [Min Grade: D]","This course covers topics of particular interest to students majoring in health-services administration. In different terms, a variety of topics are presented to the students. May be repeated for credit."
HLSO 370,"Spec Topics in Health & Society",3.0,"ENGL 101 [Min Grade: D] and ENGL 102 [Min Grade: D]",""
HRM 110,"Introduction to the Hospitality Industry",3.0,"No Prereq","This course focuses on the diverse segments of the hospitality industry: hotel, event planning, travel and tourism, restaurants, and the casino industry. Topics include an overview of the field, the careers in the industry, and current issues and topics."
HRM 120,"Principles of Food-Service Management",3.0,"HRM 110 [Min Grade: D]","Examines the food and beverage industry from a managerial perspective focusing on labor and cost control, menu planning, and managerial issues. This course is an in-depth real world focus on current food service and its relation to other segments of the hospitality industry."
HRM 125,"Hotel Operations Management",3.0,"No Prereq","This course studies front-office management and control, including pricing, occupancy rates, audits, reservations, revenue management and other special functions. Interaction between the rooms division and other divisions within the hotel setting will be discussed. Customer service and guest needs will be emphasized."
HRM 130,"Introduction to Tourism",3.0,"No Prereq","The course reviews the basic concepts and techniques in the field of tourism and tourism management. It is an introduction to the tourism industry, cost and benefits of tourism, effects on the host communities, impacts on travelers and host communities, and promotion of tourism."
HRM 131,"Tourism Geography",3.0,"HRM 130 [Min Grade: D]","Students will become conversant in global geography and acquainted with significant world-class tourism destinations around the globe, with an emphasis on the top five world tourism destination countries of France, Italy, Spain, the United States and China."
HRM 150,"Food & Beverage Customer Service",3.0,"No Prereq","This course focuses on customer service within the food and beverage aspects of the hospitality industry, how service relates to the customer’s needs, how to create this transference, and how the fundamental aspects are applied in the setting of the professional dining room."
HRM 155,"Hotel Customer Service",3.0,"HRM 110 [Min Grade: D]","This course will examine the role that customer service plays in dictating a hotel employee's performance in order to exceed guest expectations. Student will explore certification areas that relate to hospitality and gain hands-on exposure through a series of field studies, reflections, and role playing scenarios."
HRM 160,"Laws of the Hospitality Industry",3.0,"No Prereq","Examines legal subjects relative to the foodservice and lodging industries including government regulations and foodservice operators, foodservice contracts, liability, patron civil rights, franchising, and bankruptcy and reorganization. Includes analysis of case studies and relevant court decisions."
HRM 165,"Introduction to the Events Industry",3.0,"No Prereq","This course is designed to provide students with an introduction to the all of the facets within the event planning industry. The purpose of the course is to gain experience in planning, orchestrating, budgeting, and managing events. Students will review and utilize the following: core vocabulary, best practices and principles, proposals and event specification sheets, destination and venue choice. Students will apply these principles for the Philly Chef Conference."
HRM 190,"Industry Hours I",1.0,"No Prereq","This course provides students an opportunity to gain professional networking experience in the hospitality industry. Students will participate in industry events, pursue professional society memberships, do volunteer hours, and conduct informational interviews with professionals in the industry."
HRM 215,"Commercial Food Production",4.0,"CULA 115 [Min Grade: D] or CULA 120 [Min Grade: D]","A practical based examination of back of the house food service practices. This course focuses on quantity and quality production of food for restaurant and event services, managerial elements of running a kitchen, and daily food service operations."
HRM 220,"Purchasing and Cost Controls for the Hospitality Industry",3.0,"HRM 110 [Min Grade: D] or HRM 120 [Min Grade: D]","Covers principles and techniques of quantity-foods purchasing and hospitality furnishings. Emphasizes channels of distribution, determination of specifications, mechanics of buying, managing costs, and maximizing profits within food-service facilities."
HRM 225,"Equipment Design and Layout",3.0,"HRM 120 [Min Grade: D]","Covers principles of selection, operation, and maintenance of food-service equipment. Emphasizes requirements for various hospitality facilities and the supporting design, construction, and renovation of such."
HRM 290,"Industry Hours II",1.0,"No Prereq","This course provides students an opportunity to gain professional networking experience in the hospitality industry. Students will participate in industry events, pursue professional society memberships, do volunteer hours, and conduct informational interviews with professionals in the industry."
HRM 305,"Food Blogging",3.0,"No Prereq","A practical introduction to writing for the online space using multi-media skills, creative independence, and social media. This class also includes ethical discussions that are particular to the ever-changing digital landscape."
HRM 330,"Hospitality Marketing and Branding",3.0,"HRM 120 [Min Grade: D] or HRM 110 [Min Grade: D]","This course explores marketing and public relations industry concepts and applications unique to the various segments of the hospitality industry. The course focuses on basic marketing and public relations principles and services, advertising and sales in conjunction with the information needs of hospitality managers."
HRM 335,"Beverage Management",3.0,"HRM 120 [Min Grade: D]","Provides a comprehensive study of wines, spirits, and beers and the role they play in the success of the hospitality industry. Covers topics including history, marketing and sales, channels of distribution, manufacturing processes, mixology, and service and control systems, with concentration in American and European wines and international beers. Gears application to computerized and accounting system. tips certification."
HRM 340,"Catering Management",3.0,"HRM 120 [Min Grade: D]","Examines techniques of catering management and their application in the professional food-service environment, with emphasis on menu planning, controls, and budget preparation."
HRM 345,"Convention Management",3.0,"HRM 110 [Min Grade: D]","Provides an in-depth study of convention, corporate, and group segments of the hospitality industry."
HRM 355,"Resort Management",3.0,"HRM 125 [Min Grade: D]","This course studies the unique aspects of managing a full service destination resort in contrast to a traditional hotel operation. Students will study varied aspects of resort management including guest profiles, resort operations, report marketing and program development among other topics."
HRM 360,"Hospitality Industry Public Relations",3.0,"HRM 110 [Min Grade: D]","This course provides students with an understanding of the process and effective use of public relations as applied to the hospitality industry with a focus on restaurants. A variety of marketing communication media including advertising, sales promotions, and development of a press kit and press releases will be examined. During the course students will develop a public relations campaign for a specific restaurant."
HRM 365,"Heritage Tourism",3.0,"HRM 130 [Min Grade: D]","Using the historic city of Philadelphia and its main background, this course reviews the significance and role of culture and heritage related tourist attractions. Students deal with the main issues in current research on heritage tourism while having hands-on exposure to the managements and marketing of some of Philadelphia's landmarks."
HRM 390,"Industry Hours III",1.0,"No Prereq","This course provides students an opportunity to gain professional networking experience in the hospitality industry. Students will participate in industry events, pursue professional society memberships, do volunteer hours, and conduct informational interviews with professionals in the industry."
HRM 395,"Economics of Tourism",3.0,"No Prereq","This course introduces participants to economic and government policy issues that impact the tourism industry. The course provides a strategic framework for understanding the macroeconomic and policy environment that is shaped by multilateral institutions, government and the tourism industry."
HRM 399,"Hospitality Practicum Experience",3.0,"No Prereq","This course provides students an opportunity to gain additional short-term professional experience in the hospitality industry. Students secure their own position relevant to their area of interest and will work with a faculty member to reflect on their experiences. This guided, supported reflection will allow students to identify their strengths and weaknesses and to take steps to address concerns."
HRM 410,"Current Topics in Hospitality",3.0,"HRM 110 [Min Grade: D]","The course provides an opportunity for students to engage with members of all segments of the hospitality industry to discuss their careers and the current state of each industry segment from a professional perspective."
HRM 415,"Fine Dining and Services",4.0,"HRM 215 [Min Grade: D]","This advanced-level course requires students to design, produce, and market a weekly dinner to the public. With the participation of guest chefs from some of the area's finest hotels and restaurants, students produce food comparable to that served in the finest restaurants in the city."
HRM 425,"Hospitality Industry Administration",3.0,"HRM 355 [Min Grade: D]","This course provides students the opportunity to conduct an in-depth study of various managerial strategies with a hospitality executive. The course will examine the application of the tools of strategic management in hospitality settings and introduce models, methods, and techniques which can be used to identify strategic issues and generate future-oriented action plans to inform tactics that are designed to implement change."
HRM 435,"Wine Regions of the World",3.0,"No Prereq","Provides a detailed study of the classification, production, identification, and service of alcoholic beverages, with a major emphasis on wines. Uses a systematic approach to tasting and evaluation. Must be 21 years old prior to the first day of the term."
HRM 436,"Spirits and Mixology",3.0,"No Prereq","The course will focus on the fundamentals of preparing and serving classic and craft cocktails. Students will explore the history, processes and uses of major spirits. Emphasis will be on the foundations of creating a bar program, costing out recipes, and proper service guidelines."
HRM 437,"Fundamentals of Beer",3.0,"No Prereq","This course is focused on the world’s most important beverage from a historical, financial, and cultural perspective. Students will get a hands-on approach to beer tasting and the production of beer."
HRM 450,"Hospitality Leadership Seminar",3.0,"No Prereq","This course integrates material covered in multiple disciplines related to the hospitality industry. Examines the development of innovative management in all segments of the industry. Identification and development of a personal leadership philosophy and style."
HRM 455,"Hospitality Human Resources Management",3.0,"No Prereq","This course examines the specific function of human resources in the hospitality industry by examining careers in hospitality and through real-world practical application. Topics examined include the importance of recruitment and selection, training, compensation programs, and performance management in all segments of the hospitality industry."
HRM I199,"Independent Study in HRM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HRM I299,"Independent Study in HRM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HRM I399,"Independent Study in HRM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HRM I499,"Independent Study in HRM",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
HRM T180,"Special topics in HRM",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HRM T280,"Special topics in HRM",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HRM T380,"Special topics in HRM",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
HRM T480,"Special topics in HRM",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
MBC 101,"Medical Terminology for Billers and Coders",3.0,"No Prereq",""
MBC 201,"Medical Billing I",3.0,"No Prereq",""
MBC 202,"Medical Billing II",3.0,"MBC 201 [Min Grade: D]",""
MBC 250,"Medical Billing Software",3.0,"MBC 201 [Min Grade: D] (Can be taken Concurrently)",""
MBC 301,"Physician-Based Medical Coding I",3.0,"MBC 201 [Min Grade: D]",""
MBC 302,"Physician-Based Medical Coding II",3.0,"MBC 301 [Min Grade: D]",""
MBC 303,"Hospital-Based Medical Coding I",3.0,"MBC 301 [Min Grade: D]",""
MBC 304,"Hospital-Based Medical Coding II",3.0,"MBC 303 [Min Grade: D]",""
MBC 350,"Physician-Based Chart Auditing",3.0,"MBC 302 [Min Grade: D] (Can be taken Concurrently)",""
MBC 360,"Hospital-Based Case Studies",3.0,"MBC 304 [Min Grade: D] (Can be taken Concurrently)",""
NURS 120,"Contemporary Health Care",3.0,"No Prereq","Students will examine the role of nursing within the health care system; recognizing historical influences on current practice, organizational structures of healthcare, and informatics to promote quality care. Nursing standards, ethics, scholarship, policy and government are introduced."
NURS 221,"Concepts of Pathophysiology in Nursing",3.0,"ANAT 103 [Min Grade: C] and MATH 101 [Min Grade: C] and BIO 226 [Min Grade: C] and (NURS 120 [Min Grade: C] or NURS 121 [Min Grade: C])","This course builds upon the theoretical foundations of nursing theory, human anatomy, and physiology by addressing basic concepts, principles, and processes associated with common genetics, pathologies, physiologic alterations in body systems, and the body’s ability to compensate for these changes."
NURS 225,"Health Assessment for Nursing Practice",5.0,"HSCI 103 [Min Grade: C] and MATH 101 [Min Grade: C]","This course will focus on the concepts, skills, and attitudes of health assessment that is fundamental to professional nursing practice within a framework of clinical decision-making. It will also emphasize the professional nurse/patient relationship that promotes and assesses health throughout the lifespan."
NURS 226,"Fundamentals of Nursing Practice",6.0,"HSCI 103 [Min Grade: C] and MATH 101 [Min Grade: C]","This course will focus on the concepts, skills, and attitudes fundamental to professional nursing practice within a framework of clinical decision-making. It will also emphasize the professional nurse/patient relationship within the framework of relationship based care that promotes health throughout the lifespan."
NURS 310,"Courageous Action: Leading Authentically",3.0,"No Prereq","This course is the first in a series of three courses included in the Macy Undergraduate Leadership Fellow’s Program. Completion of all courses earns students nine credits and recognition as a Macy Undergraduate Leadership Fellow. Courageous Action: Leading Authentically will enable students in the undergraduate health professions programs an opportunity to embark on paths of personal leadership development; gain a deeper understanding and appreciation of differences; provide students with ideas, techniques, and tools to assist them in their leadership development journeys; explore concepts such as the power of your life story, discovering your authentic self, knowing and clarifying your values, leadership principles, ethical boundaries, and understanding your motivated capabilities."
NURS 311,"Group Dynamics and Leading Teams",3.0,"NURS 310 [Min Grade: C]","This course is the 2nd in a series of 3 courses of the Macy Undergraduate Leadership Fellow’s Program. NURS 311 focuses on leading teams and understanding group dynamics that are inherently linked to interpersonal processes/relationships and structural characteristics that influence teams and individual behavior during interactions. This course will explore various aspects of group dynamics such as emotional intelligence, power, perception, motivation, leadership, and decision-making. The goal is to develop skills in diagnosing opportunities and threats that face teams, enhance teamwork expertise as well as one’s judgment, understanding, and competence to be better facilitators of one’s own and others’ learning in a variety of group situations."
NURS 312,"Leadership in Action and Community Health",3.0,"NURS 310 [Min Grade: C] and NURS 311 [Min Grade: C]","This course is the third in a series of 3 courses of the Macy Undergraduate Leadership Fellow’s Program. Grounded in a social justice perspective, this course encourages critical thinking about health outcomes framed by the broad context of the political and social environment. This course offers a hands-on opportunity for students to explore what it means to be civically engaged since they are required to engage in 40 hours of service in the community throughout Spring Quarter. The goals are to support understanding of complex health issues and to empower students in their development as agents of positive change. This course will draw heavily on students' involvement in service and will weave these together with elements of other academic coursework and future academic/career goals."
NURS 317   [WI],"Genetics for Healthcare Professionals",3.0,"No Prereq","This course will explore genetic concepts and principles as they pertain to human variation in health and disease. Theoretical research and literature on selected disorders including immunity and cancer will be reviewed and discussed with emphasis on clinical application. Multidisciplinary approaches to intervention will be discussed from a nursing perspective. Political, social and ethical issues raised by recent advances such as genetic engineering, gene therapy, reproductive technology and the Human Genome Project will be analyzed. Clinical application of moral, ethical and legal issues will be integrated throughout the course. This is a writing intensive course."
NURS 320,"Health and Illness Concepts I",6.0,"NURS 120 [Min Grade: C] and NURS 221 [Min Grade: C] and NURS 225 [Min Grade: C] and NURS 226 [Min Grade: C]","This course will focus on nursing care of common health alterations for the adult population. Emphasis will be on the development of evidence-based, holistic care pertaining to the prevention, treatment, recovery, and long-term management of alterations related to the concepts of oxygenation, homeostasis, and perfusion."
NURS 321,"Health and Illness Concepts II",6.0,"NURS 320 [Min Grade: C] and NURS 323 [Min Grade: C]","This course will focus on nursing care of common health alterations. The focus will be on the development of evidence-based, holistic care pertaining to the prevention, treatment, recovery, and long term management of alterations related to homeostasis and protection and movement."
NURS 322,"Concepts of Mental Health Nursing",6.0,"PSY 120 [Min Grade: C] (Can be taken Concurrently)NURS 320 [Min Grade: C] and NURS 323 [Min Grade: C] and NURS 321 [Min Grade: C] and NURS 329 [Min Grade: C]","This course focuses on the development of competencies for the practice of mental health nursing with emphasis on the use of self in relationships with patients and health team members. An understanding of the brain-behavior connection and the importance of the therapeutic nurse-patient relationship will provide the framework for exploring factors which contribute to stress, maladaptive behaviors and mental illness. Emphasis will be on the development of evidence-based, holistic care pertaining to the prevention, treatment, recovery, and long-term management of alterations related primarily to the concepts of coping and stress tolerance, emotions, cognitive functions, and maladaptive behavior."
NURS 323,"Nursing Pharmacology Concepts I",3.0,"NURS 120 [Min Grade: C] and NURS 221 [Min Grade: C] and NURS 225 [Min Grade: C] and NURS 226 [Min Grade: C]","This course introduces the professional nursing student to the concepts of pharmacology and drug therapies, pharmacological-therapeutic classes of drugs, and important drug information resources. Knowledge of pharmacology provides the nurse with information to provide drug related patient care; optimizing beneficial effects of medications while minimizing adverse effects. The focus of the course is pharmacology basics and drugs affecting the cardiovascular, renal, respiratory, and endocrine systems. In addition, immune and biologic modifiers, chemotherapeutic agents, and psychotherapeutic drugs are presented. Legal, ethical, and cultural considerations in pharmacology as well as lifespan considerations with regard to pharmacotherapeutics and medication administration are addressed."
NURS 325   [WI],"Critical Issues in Nursing",4.5,"No Prereq","The health care system has undergone dramatic shifts, driven by changing economic, demographic, and technological forces. This course explores the impact of these forces on health care delivery, and concerns relating to ethical, legal, and social issues that influence nursing practice."
NURS 326,"Reproductive Health Across the Lifespan",6.0,"NURS 320 [Min Grade: C] and NURS 323 [Min Grade: C] and NURS 321 [Min Grade: C] and NURS 329 [Min Grade: C] and NURS 322 [Min Grade: C]","This course focuses on management of human reproductive health and sexual issues with an emphasis on women and newborn health. It explores social determinants of health and their impact on health promotion, risk reduction, and disease prevention for the child bearing family. Women’s health clinical settings will be utilized for clinical practice."
NURS 327,"Population Health Concepts",6.0,"NURS 320 [Min Grade: C] and NURS 321 [Min Grade: C] and NURS 322 [Min Grade: C] and NURS 323 [Min Grade: C] and NURS 329 [Min Grade: C] and NURS 328 [Min Grade: C]","The focus of this course is the professional nurse's role in working with aggregates in the community. The principles of health promotion and illness prevention form the basis of effective population health nursing practice. Epidemiological and multiple sources of data are used to understand the social and ecological determinants of health."
NURS 328,"Pediatric Health Concepts",6.0,"NURS 320 [Min Grade: C] and NURS 321 [Min Grade: C] and NURS 323 [Min Grade: C] and NURS 329 [Min Grade: C] and NURS 322 [Min Grade: C]","The concepts of human development and family dynamics in healthcare will be introduced. Building upon the concepts from previous courses, students will develop evidence-based, holistic, and ethically sound plans of care for pediatric populations. Prevention, treatment, recovery, and long-term management of health alterations in pediatric populations will be addressed."
NURS 329,"Nursing Pharmacology Concepts II",3.0,"NURS 323 [Min Grade: C] and NURS 320 [Min Grade: C]","This course will introduce the professional nursing student to the concepts of pharmacology and drug therapies, pharmacologic-therapeutic classes of drugs, and important drug information resources. Pharmacological knowledge goes beyond medication preparation and administration and involves knowledge of the mechanism of action, drug effects, therapeutic uses, side effects, and adverse effects. The focus of the course will be on pharmacology basics and drugs affecting the gastrointestinal, immunological, neurological, musculoskeletal, and dermatological systems. Legal, ethical, and cultural considerations in pharmacology, herbal, botanical and nutritional supplements, and lifespan perspectives for medication administration will also be discussed."
